Brand,Model,Year,Odometer Reading (km),Fuel Type,Transmission Type,Color,Number of Owners,Service History,Location,Previous Accidents,Engine Capacity (L),Car Type,Insurance Type,Price (INR)
Ford,EcoSport,2020,52185,CNG,Automatic,White,2,False,Bangalore,True,3.9,Hatchback,Comprehensive,542172.25
Audi,A6,2010,19758,CNG,Automatic,Red,1,False,Bangalore,True,3.2,SUV,None,4777036.3
Nissan,Kicks,2017,167531,CNG,Automatic,Grey,1,False,Bangalore,False,4.5,Hatchback,Third-Party,854870.35
BMW,3 Series,2023,174440,CNG,Automatic,Red,2,False,Kolkata,False,1.8,Wagon,Third-Party,3873834.0
Nissan,Kicks,2022,98453,Petrol,Automatic,White,2,False,Kolkata,True,3.9,Wagon,Third-Party,985232.05
Nissan,Magnite,2016,143005,CNG,Manual,Silver,1,True,Bangalore,False,1.5,Coupe,None,228549.25
BMW,M3,2019,19579,Electric,Manual,Grey,3,False,Delhi,True,3.2,SUV,Comprehensive,7197063.15
Tata,Altroz,2001,102481,Electric,Manual,Silver,2,True,Chennai,True,4.0,Wagon,Third-Party,50000.0
BMW,X5,2024,139086,Petrol,Manual,Silver,2,False,Delhi,False,1.0,Hatchback,Comprehensive,7979137.1
Honda,City,2007,14336,Petrol,Automatic,Silver,1,False,Mumbai,True,3.1,Hatchback,Comprehensive,127849.6
Nissan,Terrano,2000,74786,Diesel,Manual,White,2,False,Bangalore,True,2.8,Coupe,Comprehensive,50000.0
Maruti Suzuki,Dzire,2016,101428,Diesel,Manual,Black,1,False,Ahmedabad,True,3.4,Convertible,None,164785.8
Mercedes,E-Class,2010,71726,Electric,Manual,Grey,1,True,Delhi,False,3.9,Convertible,Comprehensive,5839241.1
BMW,X5,2011,123104,Diesel,Automatic,Blue,2,True,Kolkata,False,1.1,Wagon,Comprehensive,7301534.4
Nissan,Terrano,2014,87900,Diesel,Manual,Grey,1,True,Ahmedabad,True,3.6,Coupe,None,736815.0
Ford,EcoSport,2021,90222,Electric,Automatic,Red,3,True,Chennai,True,1.5,Coupe,Third-Party,556466.7
Ford,Endeavour,2005,99179,CNG,Automatic,Black,3,True,Hyderabad,False,4.1,Convertible,Comprehensive,2005123.15
BMW,M3,2016,136926,Petrol,Manual,Grey,3,False,Ahmedabad,False,1.5,Wagon,None,7029461.1
Tata,Nexon,2017,38637,Electric,Manual,Red,1,True,Bangalore,True,4.0,SUV,Third-Party,544204.45
BMW,3 Series,2017,100879,Electric,Manual,Black,3,False,Ahmedabad,False,2.4,Hatchback,Comprehensive,3584868.15
Ford,EcoSport,2021,103538,Petrol,Automatic,Grey,1,False,Hyderabad,False,1.7,Wagon,None,614469.3
Nissan,Terrano,2015,49576,Electric,Automatic,White,3,False,Mumbai,True,4.9,Convertible,Third-Party,792563.6
Mercedes,S-Class,2001,199478,CNG,Automatic,White,3,True,Bangalore,True,2.4,SUV,Third-Party,8790078.3
Nissan,Terrano,2006,180523,Electric,Manual,Grey,3,False,Delhi,False,4.6,Hatchback,Third-Party,372921.55
Mercedes,S-Class,2003,38561,Petrol,Manual,Grey,3,False,Chennai,True,5.0,Convertible,None,8844215.85
Ford,EcoSport,2012,18564,CNG,Manual,Silver,1,True,Mumbai,False,1.8,Coupe,Comprehensive,247215.4
Ford,Endeavour,2024,16776,Electric,Automatic,Grey,3,False,Hyderabad,True,4.6,Coupe,Comprehensive,2897483.6
Hyundai,Verna,2021,131273,CNG,Automatic,Red,3,False,Chennai,True,3.9,Wagon,Third-Party,630309.05
Honda,Jazz,2011,95578,CNG,Manual,Black,3,True,Ahmedabad,False,2.3,Hatchback,Comprehensive,55663.3
Audi,A4,2016,111703,CNG,Automatic,Grey,1,True,Chennai,True,2.7,SUV,Third-Party,4033244.55
Audi,A6,2012,98449,Petrol,Manual,Silver,1,False,Kolkata,False,3.9,Coupe,Comprehensive,4865232.65
Honda,Jazz,2001,7169,CNG,Automatic,Silver,2,False,Delhi,False,2.0,Coupe,None,50000.0
Maruti Suzuki,Swift,2003,162491,Electric,Manual,Blue,3,True,Pune,False,1.6,Coupe,None,50000.0
Tata,Harrier,2009,120886,Electric,Automatic,Grey,2,True,Mumbai,True,2.7,Hatchback,Comprehensive,901867.1
Audi,A6,2010,136895,Petrol,Manual,Silver,1,False,Ahmedabad,False,1.2,Wagon,Third-Party,4759465.75
Nissan,Terrano,2017,41190,Petrol,Manual,White,1,False,Ahmedabad,True,4.2,Convertible,None,873821.5
Maruti Suzuki,Swift,2005,143454,Diesel,Automatic,Black,1,True,Hyderabad,False,5.0,SUV,Third-Party,50000.0
Hyundai,Verna,2016,148912,Diesel,Manual,Black,3,True,Chennai,True,1.0,Wagon,Comprehensive,397663.2
Mercedes,S-Class,2001,100729,CNG,Manual,Black,1,True,Bangalore,False,3.2,SUV,Third-Party,8884890.65
Audi,Q5,2021,195368,Petrol,Manual,White,3,True,Kolkata,False,3.9,Sedan,None,5790694.8
Maruti Suzuki,Dzire,2020,74074,CNG,Manual,Black,1,True,Hyderabad,False,1.5,Convertible,Third-Party,438888.9
Mercedes,C-Class,2022,53564,CNG,Manual,Silver,1,True,Mumbai,False,1.2,Sedan,None,4941965.4
Audi,Q5,2020,30490,Petrol,Automatic,Blue,2,True,Hyderabad,True,2.0,Coupe,None,5715426.5
Hyundai,Creta,2002,138110,CNG,Manual,White,1,True,Mumbai,True,3.1,Hatchback,None,379283.5
Maruti Suzuki,Swift,2020,84191,Electric,Manual,Silver,1,True,Hyderabad,True,3.8,Coupe,Third-Party,337371.35
Nissan,Magnite,2005,103054,Diesel,Manual,Red,3,True,Mumbai,True,2.8,SUV,None,50000.0
Toyota,Corolla,2000,10542,Electric,Manual,Black,1,False,Mumbai,True,3.7,Sedan,None,50000.0
Hyundai,Elantra,2020,146052,Petrol,Manual,White,2,True,Hyderabad,True,3.3,Convertible,Third-Party,998092.2
Mercedes,S-Class,2023,78800,Petrol,Automatic,White,2,True,Mumbai,False,4.5,Wagon,None,9958180.0
Nissan,Magnite,2018,45662,Electric,Manual,Black,1,True,Chennai,False,4.0,SUV,Third-Party,293150.7
Honda,Civic,2009,128541,Diesel,Manual,Silver,1,True,Chennai,False,2.5,Convertible,Comprehensive,50000.0
BMW,3 Series,2016,118863,CNG,Automatic,White,1,True,Ahmedabad,True,4.9,SUV,Comprehensive,3532170.55
Tata,Harrier,2013,62757,Electric,Manual,Blue,1,True,Kolkata,False,4.6,Wagon,Comprehensive,1140586.45
Toyota,Innova,2012,81386,Petrol,Manual,Black,2,True,Chennai,True,4.0,Convertible,None,907792.1
Honda,Jazz,2022,114287,CNG,Manual,Red,2,False,Mumbai,False,1.9,Coupe,None,632856.95
Mercedes,E-Class,2002,53053,Electric,Automatic,Black,1,False,Hyderabad,False,4.3,Coupe,Third-Party,5372042.05
Nissan,Magnite,2004,175695,CNG,Automatic,Black,3,True,Pune,False,4.0,Convertible,Comprehensive,50000.0
Honda,Jazz,2003,85644,Electric,Manual,Black,1,True,Delhi,True,4.3,Sedan,Comprehensive,50000.0
Toyota,Innova,2000,97096,Petrol,Manual,Black,1,True,Ahmedabad,True,3.2,Wagon,None,335435.6
Nissan,Terrano,2002,53321,Petrol,Manual,Black,1,True,Pune,False,1.2,SUV,Third-Party,192001.85
Audi,A6,2018,13761,Diesel,Automatic,Grey,3,False,Pune,False,4.6,Coupe,Third-Party,5147935.85
Maruti Suzuki,Dzire,2011,102873,Diesel,Automatic,Black,1,True,Hyderabad,True,2.2,Convertible,Third-Party,50000.0
Honda,Civic,2001,186273,Electric,Automatic,Red,1,False,Chennai,True,3.4,SUV,None,50000.0
Ford,EcoSport,2008,80176,CNG,Manual,Red,1,False,Bangalore,False,1.3,SUV,Comprehensive,50000.0
Hyundai,Creta,2007,91229,Petrol,Automatic,Silver,2,False,Hyderabad,True,2.7,Coupe,Third-Party,536315.65
BMW,3 Series,2014,163618,Petrol,Manual,Grey,3,False,Kolkata,True,2.5,Hatchback,None,3375457.3
Ford,EcoSport,2003,43067,Electric,Automatic,Grey,3,True,Chennai,True,4.6,SUV,Third-Party,50000.0
Mercedes,E-Class,2015,171788,Petrol,Manual,Blue,3,True,Ahmedabad,True,3.8,SUV,Third-Party,5944231.8
BMW,M3,2021,82982,CNG,Automatic,Red,2,False,Mumbai,True,3.1,Wagon,None,7287552.7
BMW,M3,2021,56587,Petrol,Manual,Blue,2,True,Mumbai,False,4.0,Convertible,None,7361511.95
Hyundai,Creta,2014,61242,Electric,Automatic,Blue,1,True,Delhi,False,2.3,Wagon,Third-Party,1040813.7
Mercedes,C-Class,2007,137631,Diesel,Manual,Red,1,False,Chennai,False,2.9,SUV,Third-Party,4109355.35
Audi,A4,2021,135931,Electric,Manual,Blue,2,False,Kolkata,True,1.2,Wagon,Comprehensive,4229610.35
Mercedes,S-Class,2019,160130,Electric,Manual,Silver,3,False,Hyderabad,False,2.6,Coupe,Third-Party,9675980.5
Tata,Nexon,2010,123159,CNG,Manual,Blue,3,True,Ahmedabad,False,3.3,Wagon,Comprehensive,151526.15
Mercedes,E-Class,2004,181461,Electric,Manual,Silver,2,False,Chennai,True,2.6,Convertible,Comprehensive,5372780.85
Audi,Q5,2022,161551,Diesel,Automatic,Grey,3,True,Delhi,True,3.0,Coupe,Third-Party,5845767.35
BMW,3 Series,2021,78594,Electric,Manual,White,3,True,Mumbai,False,2.2,Convertible,None,3858210.9
Maruti Suzuki,Swift,2010,185733,Petrol,Manual,Red,2,False,Bangalore,False,3.9,Wagon,Third-Party,50000.0
Audi,Q5,2000,134346,Petrol,Manual,Black,2,True,Mumbai,False,5.0,Wagon,None,4799848.1
Audi,A4,2016,56657,CNG,Automatic,White,2,False,Ahmedabad,False,2.0,Convertible,None,4041501.45
Toyota,Innova,2008,162141,Diesel,Manual,Grey,1,True,Bangalore,False,1.3,SUV,Third-Party,825678.85
BMW,X5,2010,9773,Electric,Automatic,Black,3,True,Hyderabad,False,3.1,Wagon,Third-Party,7268534.05
Audi,A4,2021,146667,Electric,Automatic,Grey,1,True,Delhi,True,5.0,SUV,Third-Party,4327999.95
Tata,Nexon,2019,40648,Petrol,Manual,Blue,2,True,Bangalore,False,3.4,Coupe,Comprehensive,663902.8
Hyundai,Creta,2006,188694,Electric,Manual,Blue,2,False,Hyderabad,False,4.4,Coupe,Third-Party,521695.9
BMW,M3,2015,131332,Petrol,Manual,Blue,2,False,Bangalore,False,3.8,Hatchback,None,7030300.2
Mercedes,C-Class,2016,156827,CNG,Automatic,Grey,1,False,Hyderabad,False,2.8,Wagon,Comprehensive,4556475.95
BMW,M3,2004,138725,CNG,Manual,Silver,3,True,Ahmedabad,True,2.5,Coupe,Comprehensive,6399191.25
Ford,Endeavour,2006,64513,Electric,Automatic,Black,1,True,Delhi,True,3.1,Convertible,Comprehensive,2090323.05
Maruti Suzuki,Swift,2004,151689,Electric,Automatic,Silver,2,False,Hyderabad,False,1.2,Wagon,Comprehensive,50000.0
Honda,City,2002,130741,Petrol,Automatic,Blue,2,False,Mumbai,True,1.4,Hatchback,Comprehensive,50000.0
Hyundai,Creta,2012,61505,Electric,Automatic,Black,1,True,Ahmedabad,False,4.2,Convertible,Third-Party,890774.25
Tata,Nexon,2016,79360,Diesel,Automatic,Silver,3,True,Kolkata,True,2.6,Wagon,None,408096.0
Nissan,Kicks,2007,132146,Electric,Automatic,White,2,True,Pune,True,1.6,Hatchback,Comprehensive,250178.09999999998
Tata,Altroz,2011,40144,Electric,Automatic,Silver,2,True,Pune,True,3.5,SUV,Comprehensive,50000.0
Tata,Altroz,2019,178898,CNG,Manual,Black,1,False,Chennai,True,3.5,Convertible,Comprehensive,253165.3
BMW,3 Series,2008,77420,Electric,Manual,Blue,3,False,Ahmedabad,True,1.5,Convertible,Comprehensive,3088387.0
Honda,City,2000,61724,Petrol,Automatic,Red,3,False,Mumbai,True,2.8,Hatchback,Comprehensive,50000.0
Hyundai,Verna,2020,146360,CNG,Automatic,Grey,1,False,Delhi,False,3.1,Wagon,None,708046.0
Tata,Altroz,2024,164861,Petrol,Automatic,Blue,3,False,Chennai,True,1.6,Coupe,Third-Party,475270.85
Toyota,Innova,2011,65145,Electric,Automatic,Black,1,True,Delhi,False,2.6,Coupe,None,990228.25
BMW,X5,2003,134196,Electric,Automatic,Red,3,True,Chennai,False,1.7,Coupe,None,6899870.6
Hyundai,Elantra,2005,75594,Electric,Manual,Silver,2,True,Kolkata,True,1.7,Sedan,None,258660.90000000002
Honda,Jazz,2018,89438,CNG,Automatic,Grey,2,True,Kolkata,True,1.0,Sedan,Third-Party,356584.3
Nissan,Magnite,2009,16014,Electric,Manual,Black,3,True,Delhi,True,4.0,Sedan,None,50000.0
Maruti Suzuki,Swift,2014,184738,Petrol,Manual,Red,1,True,Hyderabad,True,1.5,Convertible,Third-Party,50000.0
Ford,Fiesta,2021,58735,Diesel,Manual,Grey,3,True,Chennai,True,4.5,Convertible,Comprehensive,361189.75
Toyota,Innova,2011,36924,Diesel,Manual,White,3,False,Bangalore,False,3.5,Sedan,Comprehensive,944461.4
BMW,M3,2002,141352,Petrol,Automatic,Black,3,False,Mumbai,True,3.8,Sedan,None,6328797.2
Maruti Suzuki,Swift,2020,185559,Electric,Automatic,Red,1,True,Mumbai,True,2.0,Coupe,Third-Party,372166.15
Audi,A4,2005,145875,Diesel,Automatic,Red,3,True,Delhi,True,1.6,Sedan,Comprehensive,3498118.75
Mercedes,E-Class,2007,153675,Petrol,Automatic,White,1,False,Kolkata,True,3.8,Wagon,Comprehensive,5556948.75
Tata,Altroz,2009,10459,CNG,Automatic,Red,1,True,Delhi,False,4.4,Sedan,Third-Party,50000.0
Maruti Suzuki,Vitara Brezza,2022,45402,Diesel,Manual,White,1,True,Delhi,True,2.0,Sedan,Comprehensive,693189.7
Tata,Altroz,2004,93753,Electric,Manual,Blue,2,False,Chennai,True,1.5,SUV,Third-Party,50000.0
Mercedes,S-Class,2010,29702,Diesel,Automatic,Silver,3,False,Pune,True,3.7,Coupe,None,9195544.7
Tata,Harrier,2006,168345,Diesel,Automatic,Blue,3,False,Mumbai,False,1.3,Wagon,Third-Party,774748.25
Tata,Harrier,2003,132527,Electric,Automatic,White,2,True,Kolkata,False,2.3,Coupe,Third-Party,600120.95
Tata,Harrier,2024,83280,Diesel,Manual,Blue,2,False,Delhi,True,1.4,Sedan,Comprehensive,1637508.0
Tata,Nexon,2011,196157,Electric,Automatic,Grey,1,False,Pune,True,1.1,Convertible,None,150576.45
Toyota,Fortuner,2024,127937,Electric,Automatic,Silver,2,False,Pune,False,1.5,Hatchback,Comprehensive,3430809.45
Honda,City,2014,105575,Petrol,Manual,Grey,3,False,Bangalore,True,4.4,SUV,Comprehensive,434163.75
Tata,Altroz,2002,25320,Electric,Automatic,Black,3,False,Hyderabad,True,1.3,Convertible,None,50000.0
Ford,Endeavour,2019,109931,Electric,Automatic,Black,1,False,Bangalore,True,5.0,SUV,None,2713510.35
Ford,EcoSport,2015,96730,Diesel,Automatic,Red,1,False,Pune,False,1.3,SUV,Comprehensive,315490.5
Maruti Suzuki,Dzire,2007,130566,Diesel,Automatic,White,3,False,Kolkata,False,3.1,Sedan,Third-Party,50000.0
Mercedes,E-Class,2021,166821,Diesel,Automatic,Black,1,False,Kolkata,False,3.8,Coupe,Third-Party,6304976.85
Tata,Harrier,2015,123139,Diesel,Manual,Red,1,True,Pune,True,2.3,Convertible,None,1181529.15
Toyota,Corolla,2008,140971,Petrol,Manual,Red,1,True,Delhi,True,1.7,Wagon,Third-Party,378854.35
Honda,City,2016,12589,Electric,Automatic,Blue,3,True,Bangalore,True,3.4,Hatchback,Third-Party,568111.65
Toyota,Fortuner,2008,73117,Electric,Manual,Grey,3,False,Hyderabad,False,2.4,Convertible,Third-Party,2639032.45
Mercedes,S-Class,2020,5221,Electric,Automatic,Red,2,False,Hyderabad,True,3.7,Wagon,None,9699216.85
Maruti Suzuki,Swift,2005,148404,CNG,Manual,Black,1,False,Hyderabad,False,2.6,Sedan,None,50000.0
Tata,Nexon,2008,107652,CNG,Automatic,Silver,3,False,Mumbai,True,2.7,Sedan,Comprehensive,50000.0
Tata,Nexon,2019,59270,Electric,Manual,Silver,2,True,Ahmedabad,True,1.6,Wagon,Third-Party,561109.5
Hyundai,Verna,2011,166827,Diesel,Manual,Silver,2,True,Mumbai,False,4.6,SUV,None,244975.95
Nissan,Magnite,2007,197402,Diesel,Manual,White,1,True,Delhi,True,2.9,Wagon,Third-Party,50000.0
Ford,EcoSport,2008,28537,Electric,Automatic,White,1,False,Ahmedabad,True,4.6,Convertible,Third-Party,50000.0
Tata,Harrier,2013,191710,Diesel,Manual,Grey,1,False,Mumbai,True,1.2,SUV,Third-Party,1101243.5
Honda,City,2011,105014,Petrol,Automatic,Grey,3,True,Kolkata,True,4.7,Wagon,None,254247.90000000002
Audi,A6,2000,179053,CNG,Automatic,Grey,2,True,Chennai,False,1.2,Hatchback,Comprehensive,4243142.05
Mercedes,E-Class,2017,172299,Electric,Automatic,White,1,True,Ahmedabad,False,2.7,SUV,None,6124155.15
Toyota,Corolla,2018,138811,CNG,Automatic,White,2,True,Chennai,True,1.5,Wagon,Third-Party,799178.35
Tata,Harrier,2016,85274,Electric,Automatic,Grey,1,False,Mumbai,True,2.1,Coupe,Comprehensive,1267208.9
Hyundai,Verna,2010,53747,Electric,Manual,White,2,True,Pune,False,5.0,Coupe,Third-Party,161937.95
Toyota,Fortuner,2014,199962,Petrol,Automatic,Blue,3,True,Pune,True,4.5,Sedan,Third-Party,2890005.7
Nissan,Terrano,2010,94167,Electric,Manual,Silver,1,False,Ahmedabad,False,4.1,Hatchback,Third-Party,565874.95
Toyota,Corolla,2000,93066,Petrol,Automatic,Black,2,False,Bangalore,True,1.4,Convertible,Third-Party,50000.0
BMW,3 Series,2011,16137,Petrol,Automatic,Silver,3,True,Kolkata,True,4.1,Hatchback,Third-Party,3267579.45
Toyota,Corolla,2003,22355,Diesel,Automatic,Red,1,False,Mumbai,True,2.2,Coupe,Comprehensive,126646.75
Tata,Harrier,2003,141029,CNG,Automatic,Grey,2,False,Bangalore,False,3.6,SUV,Comprehensive,628845.65
Toyota,Innova,2011,67223,Diesel,Automatic,Red,3,False,Kolkata,False,1.5,SUV,None,889916.55
Mercedes,E-Class,2018,118265,Diesel,Manual,Grey,3,True,Pune,False,1.9,Wagon,Third-Party,6152260.25
Audi,Q5,2015,166777,Diesel,Automatic,White,3,False,Mumbai,False,4.4,Sedan,None,5524983.45
Toyota,Innova,2014,80230,Petrol,Manual,Black,1,True,Ahmedabad,True,4.8,SUV,Third-Party,1037965.5
Audi,A4,2008,13340,Petrol,Automatic,White,1,True,Bangalore,False,4.6,Wagon,None,3747999.0
Audi,A4,2017,102834,CNG,Manual,Blue,1,False,Bangalore,True,1.2,Coupe,None,4114574.9
Maruti Suzuki,Vitara Brezza,2005,99882,Electric,Automatic,White,2,False,Chennai,True,2.3,SUV,Third-Party,50000.0
Ford,Endeavour,2002,18835,Petrol,Automatic,Red,2,False,Kolkata,False,3.1,Wagon,None,1847174.75
Maruti Suzuki,Swift,2004,152157,Diesel,Automatic,Grey,2,False,Ahmedabad,True,1.3,Wagon,None,50000.0
Nissan,Kicks,2013,34566,CNG,Automatic,Silver,2,True,Pune,False,2.9,Convertible,Third-Party,614815.1
Maruti Suzuki,Dzire,2007,118192,CNG,Manual,White,2,False,Hyderabad,True,3.5,Coupe,Third-Party,50000.0
Ford,Fiesta,2010,180650,CNG,Manual,Red,2,True,Kolkata,True,2.9,Sedan,None,50000.0
Mercedes,S-Class,2011,170909,Petrol,Automatic,Blue,3,False,Bangalore,False,3.5,SUV,Comprehensive,9324363.65
Ford,Endeavour,2007,124620,Petrol,Manual,Silver,3,False,Hyderabad,False,4.1,Hatchback,Comprehensive,2081307.0
Tata,Altroz,2019,46793,Diesel,Manual,Red,3,True,Chennai,True,2.9,Convertible,None,262981.05
Honda,City,2002,106101,Petrol,Automatic,Blue,2,False,Hyderabad,True,3.7,Sedan,None,50000.0
Audi,A6,2000,156880,Electric,Manual,White,1,True,Pune,False,2.6,Wagon,Third-Party,4276468.0
BMW,3 Series,2017,165877,Petrol,Automatic,Grey,3,False,Ahmedabad,True,2.3,SUV,Third-Party,3525118.45
Maruti Suzuki,Dzire,2015,176434,Diesel,Automatic,Silver,1,True,Kolkata,False,2.8,Wagon,None,173534.9
Ford,Endeavour,2021,170246,Diesel,Manual,Silver,1,True,Pune,False,2.6,Wagon,Comprehensive,2824463.1
Maruti Suzuki,Vitara Brezza,2017,49802,Diesel,Manual,Black,3,False,Ahmedabad,True,4.6,Wagon,None,342529.7
BMW,M3,2003,34378,Diesel,Automatic,White,3,False,Hyderabad,False,1.1,Convertible,Comprehensive,6394843.3
Honda,City,2022,195128,Electric,Automatic,White,1,True,Delhi,False,3.4,Sedan,Comprehensive,920730.8
Ford,Fiesta,2021,59220,CNG,Automatic,Grey,2,False,Hyderabad,False,4.2,Wagon,None,391117.0
Tata,Altroz,2004,51709,Diesel,Automatic,Black,3,False,Hyderabad,False,4.3,Sedan,Comprehensive,50000.0
Tata,Harrier,2013,185622,Electric,Manual,Grey,2,True,Delhi,True,4.1,Hatchback,Third-Party,1092156.7
Maruti Suzuki,Swift,2016,110598,CNG,Manual,Red,3,True,Bangalore,False,1.1,SUV,Comprehensive,203410.3
Audi,A4,2021,20638,Petrol,Manual,White,3,False,Mumbai,False,3.8,SUV,Third-Party,4346904.3
Tata,Altroz,2018,104827,CNG,Automatic,Red,2,True,Mumbai,True,3.6,Sedan,Third-Party,254275.95
Mercedes,E-Class,2021,12890,Electric,Manual,White,3,True,Chennai,False,4.4,Convertible,None,6318066.5
Toyota,Innova,2008,11540,Petrol,Manual,Black,3,False,Pune,False,4.5,Coupe,Comprehensive,748269.0
Nissan,Kicks,2022,74314,Diesel,Automatic,Blue,1,True,Delhi,True,3.6,SUV,Comprehensive,1088852.9
Ford,Fiesta,2023,170066,Petrol,Automatic,Black,2,True,Kolkata,True,4.3,SUV,Third-Party,444490.1
Hyundai,Verna,2007,178509,Electric,Automatic,Black,1,True,Ahmedabad,True,2.7,Convertible,Third-Party,50000.0
Nissan,Kicks,2015,88839,CNG,Automatic,White,2,True,Bangalore,True,4.3,Hatchback,Comprehensive,706674.15
Mercedes,S-Class,2011,48424,CNG,Automatic,Red,2,False,Hyderabad,True,2.2,Hatchback,Third-Party,9242736.4
Audi,A6,2019,51726,Diesel,Manual,Blue,3,True,Bangalore,True,4.6,Coupe,None,5212241.1
Honda,Civic,2001,131456,Electric,Manual,White,3,True,Delhi,False,2.3,Convertible,None,50000.0
Toyota,Fortuner,2006,142996,Diesel,Manual,Grey,3,True,Mumbai,True,3.2,Sedan,Comprehensive,2548550.6
Nissan,Kicks,2011,14582,Electric,Automatic,Grey,1,True,Hyderabad,False,1.8,Convertible,Third-Party,547812.7
Audi,A4,2022,34290,Petrol,Automatic,Grey,1,True,Hyderabad,False,2.3,Sedan,Third-Party,4394856.5
Ford,EcoSport,2011,21866,CNG,Automatic,Grey,1,False,Pune,True,4.7,Convertible,None,76720.1
Mercedes,S-Class,2018,94468,Electric,Automatic,White,2,True,Mumbai,False,2.8,Convertible,Comprehensive,9705829.8
Tata,Harrier,2006,124576,Diesel,Automatic,Red,2,True,Delhi,False,3.9,Wagon,Comprehensive,801313.6
Nissan,Magnite,2013,63262,CNG,Manual,Blue,2,True,Chennai,True,1.5,SUV,Third-Party,50000.0
Hyundai,Verna,2002,49333,Electric,Manual,Blue,3,True,Hyderabad,False,2.5,Hatchback,Third-Party,50000.0
Hyundai,Elantra,2000,116530,Electric,Manual,Red,3,False,Ahmedabad,False,3.0,Convertible,Third-Party,50000.0
Mercedes,C-Class,2022,57543,Diesel,Manual,Black,1,False,Ahmedabad,True,4.5,Hatchback,Third-Party,4821368.55
Honda,Civic,2011,150349,Electric,Automatic,White,2,False,Mumbai,False,4.4,Wagon,Comprehensive,50000.0
Hyundai,Creta,2004,90701,Electric,Manual,Black,1,False,Pune,True,2.8,Convertible,Third-Party,416394.85
Toyota,Innova,2013,30026,Petrol,Manual,Grey,1,True,Ahmedabad,False,3.5,Hatchback,Third-Party,1045496.1
Ford,Fiesta,2023,158473,Petrol,Manual,Silver,3,True,Mumbai,False,3.6,Convertible,Third-Party,546229.05
Hyundai,Verna,2012,76654,Electric,Automatic,Silver,2,True,Chennai,True,4.5,Hatchback,Third-Party,208501.90000000002
Ford,Endeavour,2000,55259,Diesel,Automatic,Grey,3,False,Pune,True,2.7,Hatchback,Comprehensive,1691711.15
Toyota,Innova,2023,171619,Electric,Manual,Blue,1,True,Bangalore,True,3.2,Wagon,Third-Party,1524257.15
Tata,Nexon,2000,56661,Diesel,Automatic,Black,1,False,Chennai,False,3.9,SUV,Comprehensive,50000.0
Nissan,Magnite,2016,58593,Electric,Automatic,Silver,2,True,Hyderabad,False,3.2,Coupe,Third-Party,161211.05
Tata,Nexon,2016,89440,Electric,Manual,Silver,2,True,Kolkata,True,4.6,Hatchback,Comprehensive,406584.0
Audi,Q5,2005,109290,Petrol,Automatic,Blue,2,True,Chennai,True,3.5,Wagon,Third-Party,4953606.5
Toyota,Corolla,2012,92164,Diesel,Manual,Red,2,False,Hyderabad,True,2.6,Sedan,Comprehensive,486175.4
Ford,EcoSport,2019,55860,Petrol,Manual,Red,1,True,Kolkata,False,2.1,SUV,Third-Party,541621.0
BMW,X5,2014,49653,CNG,Manual,Red,2,False,Hyderabad,False,1.6,Hatchback,None,7442552.05
BMW,3 Series,2009,172114,Diesel,Manual,White,1,False,Chennai,False,2.7,Sedan,None,3204182.9
Toyota,Fortuner,2021,137268,CNG,Automatic,Red,1,False,Kolkata,True,2.4,Sedan,Comprehensive,3259409.8
Nissan,Kicks,2005,143418,Diesel,Manual,Blue,3,False,Hyderabad,False,1.9,Hatchback,Comprehensive,178487.3
BMW,M3,2016,54576,CNG,Manual,Black,1,True,Kolkata,False,3.1,Wagon,Third-Party,7091813.6
